id,user_id,session_id,timestamp,health_profile,product_id,product_name,barcode,category,ingredients,season,action,dlc_days,hour,cart_id,order_id,quantity,price
1481,c7ea9f72-b36d-4b9c-afe5-2b6ae49cc2d6,sess_319,45:22.7,Gluten intolerance,155,Ground beef 5% fat,2502000075,Meat & Poultry,Halal meat. No additives,Winter,click,391,21,,,,325
1534,c7ea9f72-b36d-4b9c-afe5-2b6ae49cc2d6,sess_128,12:36.9,Gluten intolerance,160,Beef tenderloin,2502000080,Meat & Poultry,Halal meat. No additives,Winter,view,320,19,,,,785
829,ee73349d-e874-4754-aafb-1bce58c348f7,sess_103,30:43.1,Diabetes,82,Chicken thighs,2502000002,Meat & Poultry,Halal meat. No additives,Winter,view,352,18,,,,705
902,ee73349d-e874-4754-aafb-1bce58c348f7,sess_149,31:58.0,Diabetes,91,Kefta meatballs,2502000011,Meat & Poultry,Halal meat. No additives,Winter,view,211,6,,,,495
912,605f365b-375a-444d-b499-455d324615fd,sess_2,01:44.3,High cholesterol,92,Whole chicken,2502000012,Meat & Poultry,Halal meat. No additives,Winter,click,313,12,,,,800
936,605f365b-375a-444d-b499-455d324615fd,sess_475,12:38.1,High cholesterol,94,Chicken thighs,2502000014,Meat & Poultry,Halal meat. No additives,Spring,click,254,6,,,,565
1099,cf1a5862-2349-4941-acf7-90ad2d08d34e,sess_296,43:55.0,Lactose intolerance,114,Kefta meatballs,2502000034,Meat & Poultry,Halal meat. No additives,Winter,click,399,11,,,,545
1858,0f76cc88-35b9-477c-870a-8ef54989cc84,sess_349,36:13.8,Diabetes,199,Whiting,2503000039,Fish & Seafood,Fresh fish. Daily catch,Spring,view,283,16,,,,435
1188,cf1a5862-2349-4941-acf7-90ad2d08d34e,sess_491,01:39.5,Lactose intolerance,124,Beef tenderloin,2502000044,Meat & Poultry,Halal meat. No additives,Winter,click,308,9,,,,215
1207,cf1a5862-2349-4941-acf7-90ad2d08d34e,sess_70,11:38.9,Lactose intolerance,126,Kefta meatballs,2502000046,Meat & Poultry,Halal meat. No additives,Spring,view,120,10,,,,975
1310,cf1a5862-2349-4941-acf7-90ad2d08d34e,sess_212,15:30.3,Lactose intolerance,137,Turkey escalope,2502000057,Meat & Poultry,Halal meat. No additives,Spring,view,325,16,,,,670
1325,cf1a5862-2349-4941-acf7-90ad2d08d34e,sess_231,38:47.2,Lactose intolerance,139,Kefta meatballs,2502000059,Meat & Poultry,Halal meat. No additives,Winter,view,373,7,,,,735
1397,cf1a5862-2349-4941-acf7-90ad2d08d34e,sess_392,10:45.7,Lactose intolerance,146,Merguez sausages,2502000066,Meat & Poultry,Halal meat. No additives,Winter,view,181,13,,,,500
1482,cf1a5862-2349-4941-acf7-90ad2d08d34e,sess_30,23:41.5,Lactose intolerance,155,Ground beef 5% fat,2502000075,Meat & Poultry,Halal meat. No additives,Winter,view,372,23,,,,325
838,0698810d-2b5d-4b89-8998-c70897f56f92,sess_54,10:11.4,High blood pressure,83,Ground beef 5% fat,2502000003,Meat & Poultry,Halal meat. No additives,Winter,view,280,14,,,,720
875,0698810d-2b5d-4b89-8998-c70897f56f92,sess_21,33:26.8,High blood pressure,87,Lamb chops,2502000007,Meat & Poultry,Halal meat. No additives,Winter,view,121,19,,,,870
926,0698810d-2b5d-4b89-8998-c70897f56f92,sess_322,46:58.8,High blood pressure,93,Chicken breast slices,2502000013,Meat & Poultry,Halal meat. No additives,Winter,view,89,22,,,,385
1014,0698810d-2b5d-4b89-8998-c70897f56f92,sess_47,15:07.6,High blood pressure,103,Kefta meatballs,2502000023,Meat & Poultry,Halal meat. No additives,Spring,view,187,21,,,,565
1189,0698810d-2b5d-4b89-8998-c70897f56f92,sess_335,31:49.0,High blood pressure,124,Beef tenderloin,2502000044,Meat & Poultry,Halal meat. No additives,Winter,click,313,12,,,,215
1284,0698810d-2b5d-4b89-8998-c70897f56f92,sess_153,21:22.7,High blood pressure,133,Couscous meat,2502000053,Meat & Poultry,Halal meat. No additives,Winter,click,118,15,,,,650
1364,0698810d-2b5d-4b89-8998-c70897f56f92,sess_440,37:55.3,High blood pressure,142,Chicken thighs,2502000062,Meat & Poultry,Halal meat. No additives,Winter,click,231,20,,,,795
1370,0698810d-2b5d-4b89-8998-c70897f56f92,sess_395,52:50.2,High blood pressure,143,Ground beef 5% fat,2502000063,Meat & Poultry,Halal meat. No additives,Winter,view,243,6,,,,240
1470,0698810d-2b5d-4b89-8998-c70897f56f92,sess_425,49:49.0,High blood pressure,154,Chicken thighs,2502000074,Meat & Poultry,Halal meat. No additives,Winter,view,299,13,,,,760
1483,0698810d-2b5d-4b89-8998-c70897f56f92,sess_230,22:27.5,High blood pressure,155,Ground beef 5% fat,2502000075,Meat & Poultry,Halal meat. No additives,Winter,click,338,15,,,,325
913,fc9946fb-552f-4460-87b5-d469d3a04815,sess_476,50:40.0,Lactose intolerance,92,Whole chicken,2502000012,Meat & Poultry,Halal meat. No additives,Winter,view,276,9,,,,800
958,fc9946fb-552f-4460-87b5-d469d3a04815,sess_92,26:22.8,Lactose intolerance,96,Ground beef 15% fat,2502000016,Meat & Poultry,Halal meat. No additives,Winter,view,248,19,,,,915
1233,fc9946fb-552f-4460-87b5-d469d3a04815,sess_455,23:29.0,Lactose intolerance,128,Whole chicken,2502000048,Meat & Poultry,Halal meat. No additives,Winter,click,162,23,,,,975
1335,fc9946fb-552f-4460-87b5-d469d3a04815,sess_149,09:41.3,Lactose intolerance,140,Whole chicken,2502000060,Meat & Poultry,Halal meat. No additives,Winter,click,177,18,,,,895
1447,fc9946fb-552f-4460-87b5-d469d3a04815,sess_66,09:28.7,Lactose intolerance,151,Kefta meatballs,2502000071,Meat & Poultry,Halal meat. No additives,Winter,view,374,12,,,,825
1484,fc9946fb-552f-4460-87b5-d469d3a04815,sess_344,53:37.5,Lactose intolerance,155,Ground beef 5% fat,2502000075,Meat & Poultry,Halal meat. No additives,Spring,view,313,13,,,,325
903,40631c98-0f96-44d3-ae39-770db02e1855,sess_466,02:58.2,Vegan,91,Kefta meatballs,2502000011,Meat & Poultry,Halal meat. No additives,Winter,view,248,13,,,,495
1015,40631c98-0f96-44d3-ae39-770db02e1855,sess_291,50:37.7,Vegan,103,Kefta meatballs,2502000023,Meat & Poultry,Halal meat. No additives,Winter,click,203,14,,,,565
1043,40631c98-0f96-44d3-ae39-770db02e1855,sess_275,06:36.0,Vegan,107,Ground beef 5% fat,2502000027,Meat & Poultry,Halal meat. No additives,Winter,click,341,12,,,,420
1125,40631c98-0f96-44d3-ae39-770db02e1855,sess_397,20:47.9,Vegan,117,Chicken breast slices,2502000037,Meat & Poultry,Halal meat. No additives,Winter,view,224,19,,,,865
1180,40631c98-0f96-44d3-ae39-770db02e1855,sess_214,44:58.0,Vegan,123,Lamb chops,2502000043,Meat & Poultry,Halal meat. No additives,Winter,view,268,21,,,,810
1382,27403d98-f72b-479f-9248-dad1a7c7c137,sess_72,28:22.1,Seafood allergy,144,Ground beef 15% fat,2502000064,Meat & Poultry,Halal meat. No additives,Winter,view,114,19,,,,245
2022,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_134,53:58.0,None,217,Plain yogurt,2504000017,Dairy Products,Pasteurized milk. Lactic ferments,Winter,search,277,6,,,,
1485,27403d98-f72b-479f-9248-dad1a7c7c137,sess_295,01:59.0,Seafood allergy,155,Ground beef 5% fat,2502000075,Meat & Poultry,Halal meat. No additives,Winter,click,372,14,,,,325
929,c64a7102-1c12-4877-81bf-99c045d5073f,sess_57,02:26.7,Keto diet,93,Chicken breast slices,2502000013,Meat & Poultry,Halal meat. No additives,Winter,click,84,19,,,,385
939,c64a7102-1c12-4877-81bf-99c045d5073f,sess_295,38:25.4,Keto diet,94,Chicken thighs,2502000014,Meat & Poultry,Halal meat. No additives,Winter,view,294,14,,,,565
990,c64a7102-1c12-4877-81bf-99c045d5073f,sess_374,33:25.5,Keto diet,100,Beef tenderloin,2502000020,Meat & Poultry,Halal meat. No additives,Spring,click,132,18,,,,220
1017,c64a7102-1c12-4877-81bf-99c045d5073f,sess_421,57:32.5,Keto diet,103,Kefta meatballs,2502000023,Meat & Poultry,Halal meat. No additives,Spring,view,179,12,,,,565
1088,c64a7102-1c12-4877-81bf-99c045d5073f,sess_242,04:49.5,Keto diet,112,Beef tenderloin,2502000032,Meat & Poultry,Halal meat. No additives,Spring,view,263,12,,,,725
894,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_106,56:46.4,None,89,Turkey escalope,2502000009,Meat & Poultry,Halal meat. No additives,Winter,click,396,10,,,,345
1044,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_66,58:58.2,None,107,Ground beef 5% fat,2502000027,Meat & Poultry,Halal meat. No additives,Winter,click,376,21,,,,420
1161,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_400,58:15.4,None,121,Couscous meat,2502000041,Meat & Poultry,Halal meat. No additives,Winter,click,304,19,,,,795
1201,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_312,03:05.1,None,125,Turkey escalope,2502000045,Meat & Poultry,Halal meat. No additives,Winter,click,387,12,,,,945
1316,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_25,28:00.3,None,138,Kefta meatballs,2502000058,Meat & Poultry,Halal meat. No additives,Winter,view,200,18,,,,650
1399,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_328,17:45.9,None,146,Merguez sausages,2502000066,Meat & Poultry,Halal meat. No additives,Winter,view,149,22,,,,500
1412,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_166,47:39.0,None,148,Beef tenderloin,2502000068,Meat & Poultry,Halal meat. No additives,Spring,view,269,13,,,,655
1427,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_367,09:57.9,None,149,Turkey escalope,2502000069,Meat & Poultry,Halal meat. No additives,Winter,view,228,9,,,,820
1439,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_110,49:19.2,None,150,Kefta meatballs,2502000070,Meat & Poultry,Halal meat. No additives,Winter,view,107,10,,,,715
1448,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_57,24:28.0,None,151,Kefta meatballs,2502000071,Meat & Poultry,Halal meat. No additives,Winter,view,395,19,,,,825
1454,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_401,48:42.8,None,152,Whole chicken,2502000072,Meat & Poultry,Halal meat. No additives,Spring,view,282,18,,,,705
997,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_268,31:33.2,Vegetarian,101,Turkey escalope,2502000021,Meat & Poultry,Halal meat. No additives,Winter,view,218,19,,,,235
1182,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_235,50:05.2,Vegetarian,123,Lamb chops,2502000043,Meat & Poultry,Halal meat. No additives,Spring,view,243,10,,,,810
1292,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_106,19:04.4,Vegetarian,134,Merguez sausages,2502000054,Meat & Poultry,Halal meat. No additives,Winter,view,129,15,,,,445
1413,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_472,55:36.3,Vegetarian,148,Beef tenderloin,2502000068,Meat & Poultry,Halal meat. No additives,Winter,view,311,19,,,,655
1463,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_57,36:21.0,Vegetarian,153,Chicken breast slices,2502000073,Meat & Poultry,Halal meat. No additives,Spring,click,199,16,,,,985
931,69663972-3579-4cfa-a2e2-a1b47e76cec6,sess_366,03:44.5,Obesity. Diabetes,93,Chicken breast slices,2502000013,Meat & Poultry,Halal meat. No additives,Winter,click,133,13,,,,385
971,69663972-3579-4cfa-a2e2-a1b47e76cec6,sess_362,26:35.0,Obesity. Diabetes,97,Couscous meat,2502000017,Meat & Poultry,Halal meat. No additives,Winter,click,115,22,,,,335
1219,69663972-3579-4cfa-a2e2-a1b47e76cec6,sess_210,37:58.1,Obesity. Diabetes,127,Kefta meatballs,2502000047,Meat & Poultry,Halal meat. No additives,Winter,view,366,22,,,,960
1255,69663972-3579-4cfa-a2e2-a1b47e76cec6,sess_457,02:05.9,Obesity. Diabetes,130,Chicken thighs,2502000050,Meat & Poultry,Halal meat. No additives,Spring,click,321,6,,,,675
1028,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_192,07:58.1,Nut allergy,105,Chicken breast slices,2502000025,Meat & Poultry,Halal meat. No additives,Winter,view,402,18,,,,290
1062,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_16,35:24.0,Nut allergy,109,Couscous meat,2502000029,Meat & Poultry,Halal meat. No additives,Winter,view,300,10,,,,370
1131,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_456,31:24.4,Nut allergy,118,Chicken thighs,2502000038,Meat & Poultry,Halal meat. No additives,Winter,view,185,13,,,,970
1194,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_233,41:18.7,Nut allergy,124,Beef tenderloin,2502000044,Meat & Poultry,Halal meat. No additives,Winter,view,317,16,,,,215
1220,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_86,37:14.4,Nut allergy,127,Kefta meatballs,2502000047,Meat & Poultry,Halal meat. No additives,Winter,view,364,8,,,,960
1256,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_467,32:35.8,Nut allergy,130,Chicken thighs,2502000050,Meat & Poultry,Halal meat. No additives,Winter,click,390,19,,,,675
1318,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_107,56:03.3,Nut allergy,138,Kefta meatballs,2502000058,Meat & Poultry,Halal meat. No additives,Winter,click,199,22,,,,650
1328,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_491,46:20.9,Nut allergy,139,Kefta meatballs,2502000059,Meat & Poultry,Halal meat. No additives,Winter,view,370,9,,,,735
1472,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_328,28:33.3,Nut allergy,154,Chicken thighs,2502000074,Meat & Poultry,Halal meat. No additives,Spring,click,293,22,,,,760
1527,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_189,52:58.5,Nut allergy,159,Lamb chops,2502000079,Meat & Poultry,Halal meat. No additives,Spring,click,305,12,,,,890
1450,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_362,50:12.3,Nut allergy,151,Kefta meatballs,2502000071,Meat & Poultry,Halal meat. No additives,Winter,view,351,0,,,,825
1507,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_223,27:20.0,Nut allergy,157,Couscous meat,2502000077,Meat & Poultry,Halal meat. No additives,Winter,click,141,0,,,,690
1063,9ca9c172-51d0-4560-8c69-9ce9c79f1da2,sess_23,07:28.4,Keto diet,109,Couscous meat,2502000029,Meat & Poultry,Halal meat. No additives,Spring,view,238,16,,,,370
1132,9ca9c172-51d0-4560-8c69-9ce9c79f1da2,sess_186,11:52.4,Keto diet,118,Chicken thighs,2502000038,Meat & Poultry,Halal meat. No additives,Spring,view,125,19,,,,970
1141,9ca9c172-51d0-4560-8c69-9ce9c79f1da2,sess_269,53:00.0,Keto diet,119,Ground beef 5% fat,2502000039,Meat & Poultry,Halal meat. No additives,Winter,view,352,8,,,,210
1400,9ca9c172-51d0-4560-8c69-9ce9c79f1da2,sess_358,15:04.0,Keto diet,146,Merguez sausages,2502000066,Meat & Poultry,Halal meat. No additives,Winter,click,177,16,,,,500
1508,9ca9c172-51d0-4560-8c69-9ce9c79f1da2,sess_267,54:41.7,Keto diet,157,Couscous meat,2502000077,Meat & Poultry,Halal meat. No additives,Spring,view,95,6,,,,690
1208,9ca9c172-51d0-4560-8c69-9ce9c79f1da2,sess_357,29:25.8,Keto diet,126,Kefta meatballs,2502000046,Meat & Poultry,Halal meat. No additives,Winter,click,180,1,,,,975
1401,853a2f73-c021-4e9c-9540-380f472d8f9c,sess_260,16:41.9,Seafood allergy,146,Merguez sausages,2502000066,Meat & Poultry,Halal meat. No additives,Winter,view,135,14,,,,500
1414,853a2f73-c021-4e9c-9540-380f472d8f9c,sess_75,54:22.5,Seafood allergy,148,Beef tenderloin,2502000068,Meat & Poultry,Halal meat. No additives,Winter,view,300,9,,,,655
1429,853a2f73-c021-4e9c-9540-380f472d8f9c,sess_131,28:25.6,Seafood allergy,149,Turkey escalope,2502000069,Meat & Poultry,Halal meat. No additives,Winter,view,222,6,,,,820
839,853a2f73-c021-4e9c-9540-380f472d8f9c,sess_349,44:52.2,Seafood allergy,83,Ground beef 5% fat,2502000003,Meat & Poultry,Halal meat. No additives,Spring,view,238,4,,,,720
1089,853a2f73-c021-4e9c-9540-380f472d8f9c,sess_146,36:43.3,Seafood allergy,112,Beef tenderloin,2502000032,Meat & Poultry,Halal meat. No additives,Winter,click,306,2,,,,725
1319,853a2f73-c021-4e9c-9540-380f472d8f9c,sess_452,15:18.9,Seafood allergy,138,Kefta meatballs,2502000058,Meat & Poultry,Halal meat. No additives,Winter,view,204,5,,,,650
1473,a1d209e9-9da2-45e6-96ab-8e0608aa2d24,sess_271,05:07.4,Celiac disease,154,Chicken thighs,2502000074,Meat & Poultry,Halal meat. No additives,Winter,view,356,10,,,,760
1509,a1d209e9-9da2-45e6-96ab-8e0608aa2d24,sess_209,52:42.9,Celiac disease,157,Couscous meat,2502000077,Meat & Poultry,Halal meat. No additives,Spring,view,90,7,,,,690
1516,a1d209e9-9da2-45e6-96ab-8e0608aa2d24,sess_225,43:19.4,Celiac disease,158,Merguez sausages,2502000078,Meat & Poultry,Halal meat. No additives,Winter,click,360,7,,,,440
1029,a1d209e9-9da2-45e6-96ab-8e0608aa2d24,sess_419,57:24.4,Celiac disease,105,Chicken breast slices,2502000025,Meat & Poultry,Halal meat. No additives,Spring,click,335,0,,,,290
1441,a1d209e9-9da2-45e6-96ab-8e0608aa2d24,sess_39,44:55.4,Celiac disease,150,Kefta meatballs,2502000070,Meat & Poultry,Halal meat. No additives,Winter,click,122,3,,,,715
822,ee1da77e-2c80-432b-a80d-2d847a577891,sess_383,05:30.2,High cholesterol,81,Chicken breast slices,2502000001,Meat & Poultry,Halal meat. No additives,Winter,view,240,18,,,,490
840,ee1da77e-2c80-432b-a80d-2d847a577891,sess_258,23:23.0,High cholesterol,83,Ground beef 5% fat,2502000003,Meat & Poultry,Halal meat. No additives,Winter,click,251,16,,,,720
865,ee1da77e-2c80-432b-a80d-2d847a577891,sess_153,36:52.7,High cholesterol,86,Merguez sausages,2502000006,Meat & Poultry,Halal meat. No additives,Spring,click,142,20,,,,220
906,ee1da77e-2c80-432b-a80d-2d847a577891,sess_418,35:59.5,High cholesterol,91,Kefta meatballs,2502000011,Meat & Poultry,Halal meat. No additives,Winter,click,221,14,,,,495
916,ee1da77e-2c80-432b-a80d-2d847a577891,sess_36,27:10.4,High cholesterol,92,Whole chicken,2502000012,Meat & Poultry,Halal meat. No additives,Winter,view,311,11,,,,800
942,ee1da77e-2c80-432b-a80d-2d847a577891,sess_447,01:18.5,High cholesterol,94,Chicken thighs,2502000014,Meat & Poultry,Halal meat. No additives,Winter,view,319,8,,,,565
1121,f9d1406a-3ed4-4c6b-9de2-f140599f900d,sess_150,03:31.6,Vegetarian,116,Whole chicken,2502000036,Meat & Poultry,Halal meat. No additives,Winter,view,394,1,,,,825
999,08413262-471c-4000-bee0-94f028714c51,sess_468,39:25.9,Vegan,101,Turkey escalope,2502000021,Meat & Poultry,Halal meat. No additives,Winter,view,240,8,,,,235
1018,08413262-471c-4000-bee0-94f028714c51,sess_261,52:04.3,Vegan,103,Kefta meatballs,2502000023,Meat & Poultry,Halal meat. No additives,Winter,view,205,20,,,,565
1047,08413262-471c-4000-bee0-94f028714c51,sess_483,45:03.0,Vegan,107,Ground beef 5% fat,2502000027,Meat & Poultry,Halal meat. No additives,Winter,click,343,22,,,,420
1202,08413262-471c-4000-bee0-94f028714c51,sess_273,54:31.4,Vegan,125,Turkey escalope,2502000045,Meat & Poultry,Halal meat. No additives,Winter,view,381,18,,,,945
1237,08413262-471c-4000-bee0-94f028714c51,sess_22,34:32.0,Vegan,128,Whole chicken,2502000048,Meat & Poultry,Halal meat. No additives,Winter,click,201,9,,,,975
1008,ee1da77e-2c80-432b-a80d-2d847a577891,sess_428,57:27.5,High cholesterol,102,Kefta meatballs,2502000022,Meat & Poultry,Halal meat. No additives,Winter,click,351,4,,,,445
1072,08413262-471c-4000-bee0-94f028714c51,sess_268,51:57.1,Vegan,110,Merguez sausages,2502000030,Meat & Poultry,Halal meat. No additives,Winter,view,209,1,,,,470
1105,08413262-471c-4000-bee0-94f028714c51,sess_39,23:06.3,Vegan,114,Kefta meatballs,2502000034,Meat & Poultry,Halal meat. No additives,Spring,view,335,0,,,,545
866,5b4797ce-bdc8-453d-8393-c180c7977f5e,sess_239,41:49.0,Nut allergy. Gluten intolerance,86,Merguez sausages,2502000006,Meat & Poultry,Halal meat. No additives,Winter,click,169,14,,,,220
897,5b4797ce-bdc8-453d-8393-c180c7977f5e,sess_173,22:33.3,Nut allergy. Gluten intolerance,90,Kefta meatballs,2502000010,Meat & Poultry,Halal meat. No additives,Winter,view,388,14,,,,690
964,5b4797ce-bdc8-453d-8393-c180c7977f5e,sess_12,55:02.0,Nut allergy. Gluten intolerance,96,Ground beef 15% fat,2502000016,Meat & Poultry,Halal meat. No additives,Winter,view,235,21,,,,915
982,5b4797ce-bdc8-453d-8393-c180c7977f5e,sess_317,14:35.5,Nut allergy. Gluten intolerance,99,Lamb chops,2502000019,Meat & Poultry,Halal meat. No additives,Winter,view,195,9,,,,300
992,5b4797ce-bdc8-453d-8393-c180c7977f5e,sess_48,41:05.9,Nut allergy. Gluten intolerance,100,Beef tenderloin,2502000020,Meat & Poultry,Halal meat. No additives,Winter,view,188,10,,,,220
1149,5b4797ce-bdc8-453d-8393-c180c7977f5e,sess_317,07:58.5,Nut allergy. Gluten intolerance,120,Ground beef 15% fat,2502000040,Meat & Poultry,Halal meat. No additives,Winter,click,307,10,,,,925
1275,5b4797ce-bdc8-453d-8393-c180c7977f5e,sess_436,57:23.2,Nut allergy. Gluten intolerance,132,Ground beef 15% fat,2502000052,Meat & Poultry,Halal meat. No additives,Spring,view,151,10,,,,435
1301,5b4797ce-bdc8-453d-8393-c180c7977f5e,sess_308,46:58.7,Nut allergy. Gluten intolerance,136,Beef tenderloin,2502000056,Meat & Poultry,Halal meat. No additives,Spring,view,160,23,,,,580
1366,5b4797ce-bdc8-453d-8393-c180c7977f5e,sess_9,10:34.7,Nut allergy. Gluten intolerance,142,Chicken thighs,2502000062,Meat & Poultry,Halal meat. No additives,Spring,click,156,10,,,,795
1258,08413262-471c-4000-bee0-94f028714c51,sess_26,30:11.6,Vegan,130,Chicken thighs,2502000050,Meat & Poultry,Halal meat. No additives,Winter,click,348,2,,,,675
1330,08413262-471c-4000-bee0-94f028714c51,sess_414,03:40.7,Vegan,139,Kefta meatballs,2502000059,Meat & Poultry,Halal meat. No additives,Spring,view,321,0,,,,735
1489,08413262-471c-4000-bee0-94f028714c51,sess_200,41:58.2,Vegan,155,Ground beef 5% fat,2502000075,Meat & Poultry,Halal meat. No additives,Spring,click,330,3,,,,325
1064,e1476ae5-bc3b-4200-8294-d8b3a4a71b74,sess_204,27:26.5,Diabetes. Obesity,109,Couscous meat,2502000029,Meat & Poultry,Halal meat. No additives,Winter,view,279,8,,,,370
1134,e1476ae5-bc3b-4200-8294-d8b3a4a71b74,sess_23,49:11.1,Diabetes. Obesity,118,Chicken thighs,2502000038,Meat & Poultry,Halal meat. No additives,Winter,view,158,21,,,,970
1373,e1476ae5-bc3b-4200-8294-d8b3a4a71b74,sess_55,58:14.7,Diabetes. Obesity,143,Ground beef 5% fat,2502000063,Meat & Poultry,Halal meat. No additives,Winter,click,237,17,,,,240
1383,e1476ae5-bc3b-4200-8294-d8b3a4a71b74,sess_483,04:35.3,Diabetes. Obesity,144,Ground beef 15% fat,2502000064,Meat & Poultry,Halal meat. No additives,Winter,view,129,10,,,,245
1474,e1476ae5-bc3b-4200-8294-d8b3a4a71b74,sess_31,38:36.1,Diabetes. Obesity,154,Chicken thighs,2502000074,Meat & Poultry,Halal meat. No additives,Winter,view,350,13,,,,760
1510,e1476ae5-bc3b-4200-8294-d8b3a4a71b74,sess_111,18:40.4,Diabetes. Obesity,157,Couscous meat,2502000077,Meat & Poultry,Halal meat. No additives,Winter,click,131,21,,,,690
1520,e1476ae5-bc3b-4200-8294-d8b3a4a71b74,sess_433,04:20.2,Diabetes. Obesity,158,Merguez sausages,2502000078,Meat & Poultry,Halal meat. No additives,Winter,click,383,7,,,,440
842,e1476ae5-bc3b-4200-8294-d8b3a4a71b74,sess_192,55:09.9,Diabetes. Obesity,83,Ground beef 5% fat,2502000003,Meat & Poultry,Halal meat. No additives,Spring,click,222,1,,,,720
917,e1476ae5-bc3b-4200-8294-d8b3a4a71b74,sess_87,51:43.3,Diabetes. Obesity,92,Whole chicken,2502000012,Meat & Poultry,Halal meat. No additives,Spring,click,255,5,,,,800
1212,e1476ae5-bc3b-4200-8294-d8b3a4a71b74,sess_79,38:43.6,Diabetes. Obesity,126,Kefta meatballs,2502000046,Meat & Poultry,Halal meat. No additives,Winter,click,176,1,,,,975
889,9e81b4d0-36eb-4253-af33-27e25ef71e3c,sess_359,20:33.6,None,89,Turkey escalope,2502000009,Meat & Poultry,Halal meat. No additives,Winter,add_to_cart,360,11,15,,1,345
918,9e81b4d0-36eb-4253-af33-27e25ef71e3c,sess_365,41:47.2,None,93,Chicken breast slices,2502000013,Meat & Poultry,Halal meat. No additives,Winter,add_to_cart,108,8,15,,1,385
1037,9e81b4d0-36eb-4253-af33-27e25ef71e3c,sess_259,50:28.4,None,107,Ground beef 5% fat,2502000027,Meat & Poultry,Halal meat. No additives,Winter,add_to_cart,357,16,15,,1,420
1430,9e81b4d0-36eb-4253-af33-27e25ef71e3c,sess_73,32:13.3,None,150,Kefta meatballs,2502000070,Meat & Poultry,Halal meat. No additives,Winter,add_to_cart,108,22,15,,1,715
908,9e81b4d0-36eb-4253-af33-27e25ef71e3c,sess_69,46:50.4,None,92,Whole chicken,2502000012,Meat & Poultry,Halal meat. No additives,Winter,add_to_cart,328,16,15,,1,800
919,baffd60c-12c8-4622-b1a5-36b749018c71,sess_438,15:58.5,Diabetes,93,Chicken breast slices,2502000013,Meat & Poultry,Halal meat. No additives,Winter,add_to_cart,127,16,75,,1,385
1214,baffd60c-12c8-4622-b1a5-36b749018c71,sess_330,28:08.9,Diabetes,127,Kefta meatballs,2502000047,Meat & Poultry,Halal meat. No additives,Winter,add_to_cart,391,19,75,,1,960
1457,9e81b4d0-36eb-4253-af33-27e25ef71e3c,sess_88,28:18.7,None,153,Chicken breast slices,2502000073,Meat & Poultry,Halal meat. No additives,Winter,add_to_cart,264,4,15,,1,985
1023,dcf682cf-6760-4f05-b153-33fe78ae5334,sess_202,53:23.4,Obesity,105,Chicken breast slices,2502000025,Meat & Poultry,Halal meat. No additives,Spring,add_to_cart,316,20,9,,1,290
965,6a3cae51-96f0-4c71-b455-ee972fdd4efd,sess_343,31:57.4,Lactose intolerance,97,Couscous meat,2502000017,Meat & Poultry,Halal meat. No additives,Winter,add_to_cart,164,16,87,,1,335
1150,6a3cae51-96f0-4c71-b455-ee972fdd4efd,sess_411,18:32.2,Lactose intolerance,121,Couscous meat,2502000041,Meat & Poultry,Halal meat. No additives,Spring,add_to_cart,266,16,87,,1,795
1223,6a3cae51-96f0-4c71-b455-ee972fdd4efd,sess_428,11:07.3,Lactose intolerance,128,Whole chicken,2502000048,Meat & Poultry,Halal meat. No additives,Winter,add_to_cart,175,17,87,,1,975
