id,barcode,name,price,category_name,brand,supplier,expiration_date,allergens,Ingredients vary by product,tags
160,2502000080,Beef tenderloin,785,Meat & Poultry,El Baraka Butchery,El Baraka Butchery,12/29/2026 5:16,[],Halal meat. No additives,"[""meat"". ""halal""]"
161,2503000001,Mackerel,360,Fish & Seafood,Fresh Catch,Fresh Catch,6/16/2026 20:36,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
162,2503000002,Sea bream,935,Fish & Seafood,Fresh Catch,Fresh Catch,6/11/2026 15:55,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
163,2503000003,Shrimp,1005,Fish & Seafood,Fresh Catch,Fresh Catch,10/23/2026 2:57,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
164,2503000004,Squid,680,Fish & Seafood,Fresh Catch,Fresh Catch,6/5/2026 0:01,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
165,2503000005,Tuna,830,Fish & Seafood,Fresh Catch,Fresh Catch,1/27/2027 8:04,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
166,2503000006,Whiting,1085,Fish & Seafood,Fresh Catch,Fresh Catch,11/3/2026 7:27,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
167,2503000007,Whiting,310,Fish & Seafood,Fresh Catch,Fresh Catch,11/13/2026 7:45,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
168,2503000008,Sardines,360,Fish & Seafood,Fresh Catch,Fresh Catch,2/13/2027 2:38,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
169,2503000009,Mackerel,1465,Fish & Seafood,Fresh Catch,Fresh Catch,6/3/2026 21:51,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
170,2503000010,Sea bream,1015,Fish & Seafood,Fresh Catch,Fresh Catch,10/28/2026 22:31,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
171,2503000011,Shrimp,780,Fish & Seafood,Fresh Catch,Fresh Catch,12/11/2026 5:17,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
172,2503000012,Squid,1175,Fish & Seafood,Fresh Catch,Fresh Catch,10/9/2026 0:25,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
173,2503000013,Tuna,530,Fish & Seafood,Fresh Catch,Fresh Catch,6/12/2026 9:58,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
174,2503000014,Whiting,790,Fish & Seafood,Fresh Catch,Fresh Catch,6/25/2026 22:47,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
175,2503000015,Whiting,1140,Fish & Seafood,Fresh Catch,Fresh Catch,12/13/2026 7:11,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
176,2503000016,Sardines,775,Fish & Seafood,Fresh Catch,Fresh Catch,2/8/2027 16:33,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
177,2503000017,Mackerel,300,Fish & Seafood,Fresh Catch,Fresh Catch,11/10/2026 22:49,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
178,2503000018,Sea bream,1005,Fish & Seafood,Fresh Catch,Fresh Catch,12/27/2026 0:26,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
179,2503000019,Shrimp,975,Fish & Seafood,Fresh Catch,Fresh Catch,7/6/2026 16:31,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
180,2503000020,Squid,1390,Fish & Seafood,Fresh Catch,Fresh Catch,8/3/2026 6:39,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
181,2503000021,Tuna,450,Fish & Seafood,Fresh Catch,Fresh Catch,12/5/2026 13:36,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
182,2503000022,Whiting,850,Fish & Seafood,Fresh Catch,Fresh Catch,7/29/2026 0:38,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
183,2503000023,Whiting,995,Fish & Seafood,Fresh Catch,Fresh Catch,10/23/2026 21:04,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
184,2503000024,Sardines,1260,Fish & Seafood,Fresh Catch,Fresh Catch,7/5/2026 8:11,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
185,2503000025,Mackerel,645,Fish & Seafood,Fresh Catch,Fresh Catch,11/2/2026 8:27,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
186,2503000026,Sea bream,1380,Fish & Seafood,Fresh Catch,Fresh Catch,6/21/2026 5:31,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
187,2503000027,Shrimp,840,Fish & Seafood,Fresh Catch,Fresh Catch,9/1/2026 18:26,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
188,2503000028,Squid,1215,Fish & Seafood,Fresh Catch,Fresh Catch,6/14/2026 11:51,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
189,2503000029,Tuna,335,Fish & Seafood,Fresh Catch,Fresh Catch,6/29/2026 9:25,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
190,2503000030,Whiting,1145,Fish & Seafood,Fresh Catch,Fresh Catch,6/10/2026 9:14,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
191,2503000031,Whiting,1010,Fish & Seafood,Fresh Catch,Fresh Catch,10/30/2026 10:49,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
192,2503000032,Sardines,885,Fish & Seafood,Fresh Catch,Fresh Catch,11/3/2026 10:20,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
193,2503000033,Mackerel,715,Fish & Seafood,Fresh Catch,Fresh Catch,11/8/2026 0:39,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
194,2503000034,Sea bream,1215,Fish & Seafood,Fresh Catch,Fresh Catch,12/29/2026 20:45,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
195,2503000035,Shrimp,1250,Fish & Seafood,Fresh Catch,Fresh Catch,6/17/2026 20:19,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
196,2503000036,Squid,575,Fish & Seafood,Fresh Catch,Fresh Catch,6/7/2026 4:58,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
197,2503000037,Tuna,980,Fish & Seafood,Fresh Catch,Fresh Catch,11/27/2026 16:00,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
198,2503000038,Whiting,780,Fish & Seafood,Fresh Catch,Fresh Catch,11/6/2026 15:29,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
199,2503000039,Whiting,435,Fish & Seafood,Fresh Catch,Fresh Catch,12/25/2026 19:33,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
200,2503000040,Sardines,1285,Fish & Seafood,Fresh Catch,Fresh Catch,2/9/2027 2:03,"[""fish""]",Fresh fish. Daily catch,"[""fish"". ""fresh""]"
201,2504000001,Semi-skimmed milk 1L,175,Dairy Products,Tassili,Soummam Dairy,8/9/2026 17:38,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
202,2504000002,Plain yogurt,55,Dairy Products,Hodna,Soummam Dairy,12/29/2026 15:18,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
203,2504000003,Fruit yogurt,75,Dairy Products,Danone,Soummam Dairy,6/30/2026 15:41,"[""lactose""]",Pasteurized milk. Lactic ferments,"[""dairy""]"
204,2504000004,Cottage cheese,220,Dairy Products,Candia,Soummam Dairy,6/3/2026 7:45,"[""lactose""]",Pasteurized milk. Lactic ferments,"[""dairy""]"
205,2504000005,Petit suisse cheese,85,Dairy Products,Soummam,Soummam Dairy,12/24/2026 13:12,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
206,2504000006,Camembert cheese,350,Dairy Products,Tassili,Soummam Dairy,7/2/2026 20:17,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
207,2504000007,Grated emmental,180,Dairy Products,Hodna,Soummam Dairy,1/5/2027 23:42,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
208,2504000008,Unsalted butter,110,Dairy Products,Danone,Soummam Dairy,12/27/2026 1:51,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
209,2504000009,Sour cream,250,Dairy Products,Candia,Soummam Dairy,10/10/2026 7:37,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
210,2504000010,Lben buttermilk,400,Dairy Products,Soummam,Soummam Dairy,8/17/2026 0:55,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
211,2504000011,Raisin,125,Dairy Products,Tassili,Soummam Dairy,10/23/2026 6:58,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
212,2504000012,Kiri cheese,170,Dairy Products,Hodna,Soummam Dairy,10/9/2026 2:32,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
213,2504000013,Laughing Cow cheese,385,Dairy Products,Danone,Soummam Dairy,9/20/2026 1:13,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
214,2504000014,Eggs 6pcs,355,Dairy Products,Candia,Soummam Dairy,7/4/2026 19:58,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
215,2504000015,Whole milk 1L,330,Dairy Products,Soummam,Soummam Dairy,7/31/2026 11:28,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
216,2504000016,Semi-skimmed milk 1L,260,Dairy Products,Tassili,Soummam Dairy,10/2/2026 2:55,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
217,2504000017,Plain yogurt,85,Dairy Products,Hodna,Soummam Dairy,11/24/2026 10:05,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
218,2504000018,Fruit yogurt,250,Dairy Products,Danone,Soummam Dairy,1/21/2027 3:17,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
219,2504000019,Cottage cheese,320,Dairy Products,Candia,Soummam Dairy,9/1/2026 6:32,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
220,2504000020,Petit suisse cheese,265,Dairy Products,Soummam,Soummam Dairy,5/31/2026 18:32,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
221,2504000021,Camembert cheese,85,Dairy Products,Tassili,Soummam Dairy,12/11/2026 17:55,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
222,2504000022,Grated emmental,215,Dairy Products,Hodna,Soummam Dairy,8/1/2026 1:10,"[""lactose""]",Pasteurized milk. Lactic ferments,"[""dairy""]"
223,2504000023,Unsalted butter,140,Dairy Products,Danone,Soummam Dairy,12/1/2026 10:58,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
224,2504000024,Sour cream,300,Dairy Products,Candia,Soummam Dairy,9/26/2026 21:19,"[""lactose""]",Pasteurized milk. Lactic ferments,"[""dairy""]"
225,2504000025,Lben buttermilk,100,Dairy Products,Soummam,Soummam Dairy,12/28/2026 15:09,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
226,2504000026,Raisin,310,Dairy Products,Tassili,Soummam Dairy,10/13/2026 18:45,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
227,2504000027,Kiri cheese,105,Dairy Products,Hodna,Soummam Dairy,5/28/2026 17:39,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
228,2504000028,Laughing Cow cheese,185,Dairy Products,Danone,Soummam Dairy,11/21/2026 11:50,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
229,2504000029,Eggs 6pcs,260,Dairy Products,Candia,Soummam Dairy,8/27/2026 18:10,"[""lactose""]",Pasteurized milk. Lactic ferments,"[""dairy""]"
230,2504000030,Whole milk 1L,375,Dairy Products,Soummam,Soummam Dairy,11/20/2026 9:45,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
231,2504000031,Semi-skimmed milk 1L,375,Dairy Products,Tassili,Soummam Dairy,10/23/2026 14:07,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
232,2504000032,Plain yogurt,385,Dairy Products,Hodna,Soummam Dairy,9/14/2026 10:21,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
233,2504000033,Fruit yogurt,200,Dairy Products,Danone,Soummam Dairy,1/1/2027 6:05,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
234,2504000034,Cottage cheese,130,Dairy Products,Candia,Soummam Dairy,6/11/2026 17:37,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
235,2504000035,Petit suisse cheese,290,Dairy Products,Soummam,Soummam Dairy,9/26/2026 14:36,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
236,2504000036,Camembert cheese,60,Dairy Products,Tassili,Soummam Dairy,8/5/2026 18:54,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
237,2504000037,Grated emmental,280,Dairy Products,Hodna,Soummam Dairy,12/4/2026 21:42,"[""lactose""]",Pasteurized milk. Lactic ferments,"[""dairy""]"
238,2504000038,Unsalted butter,65,Dairy Products,Danone,Soummam Dairy,7/17/2026 5:29,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
239,2504000039,Sour cream,400,Dairy Products,Candia,Soummam Dairy,12/5/2026 13:25,"[""lactose""]",Pasteurized milk. Lactic ferments,"[""dairy""]"
240,2504000040,Lben buttermilk,300,Dairy Products,Soummam,Soummam Dairy,8/25/2026 15:22,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
241,2504000041,Raisin,275,Dairy Products,Tassili,Soummam Dairy,8/3/2026 7:11,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
242,2504000042,Kiri cheese,225,Dairy Products,Hodna,Soummam Dairy,12/5/2026 9:48,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
243,2504000043,Laughing Cow cheese,100,Dairy Products,Danone,Soummam Dairy,2/10/2027 6:01,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
244,2504000044,Eggs 6pcs,380,Dairy Products,Candia,Soummam Dairy,1/3/2027 6:05,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
245,2504000045,Whole milk 1L,260,Dairy Products,Soummam,Soummam Dairy,9/15/2026 2:44,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
246,2504000046,Semi-skimmed milk 1L,165,Dairy Products,Tassili,Soummam Dairy,11/15/2026 0:27,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
247,2504000047,Plain yogurt,250,Dairy Products,Hodna,Soummam Dairy,12/16/2026 20:41,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
248,2504000048,Fruit yogurt,90,Dairy Products,Danone,Soummam Dairy,12/24/2026 19:25,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
249,2504000049,Cottage cheese,340,Dairy Products,Candia,Soummam Dairy,9/14/2026 18:46,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
250,2504000050,Petit suisse cheese,245,Dairy Products,Soummam,Soummam Dairy,10/15/2026 18:12,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
251,2504000051,Camembert cheese,60,Dairy Products,Tassili,Soummam Dairy,11/13/2026 23:09,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
252,2504000052,Grated emmental,190,Dairy Products,Hodna,Soummam Dairy,12/23/2026 5:20,"[""lactose""]",Pasteurized milk. Lactic ferments,"[""dairy""]"
253,2504000053,Unsalted butter,95,Dairy Products,Danone,Soummam Dairy,7/17/2026 14:46,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
254,2504000054,Sour cream,165,Dairy Products,Candia,Soummam Dairy,12/24/2026 16:57,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
255,2504000055,Lben buttermilk,355,Dairy Products,Soummam,Soummam Dairy,10/3/2026 20:18,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
256,2504000056,Raisin,315,Dairy Products,Tassili,Soummam Dairy,6/9/2026 22:07,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
257,2504000057,Kiri cheese,210,Dairy Products,Hodna,Soummam Dairy,12/15/2026 10:25,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
258,2504000058,Laughing Cow cheese,255,Dairy Products,Danone,Soummam Dairy,1/23/2027 6:03,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
259,2504000059,Eggs 6pcs,55,Dairy Products,Candia,Soummam Dairy,7/2/2026 5:12,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
260,2504000060,Whole milk 1L,225,Dairy Products,Soummam,Soummam Dairy,9/14/2026 13:26,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
261,2504000061,Semi-skimmed milk 1L,70,Dairy Products,Tassili,Soummam Dairy,8/20/2026 0:55,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
262,2504000062,Plain yogurt,245,Dairy Products,Hodna,Soummam Dairy,10/5/2026 21:08,"[""lactose""]",Pasteurized milk. Lactic ferments,"[""dairy""]"
263,2504000063,Fruit yogurt,150,Dairy Products,Danone,Soummam Dairy,7/10/2026 4:55,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
264,2504000064,Cottage cheese,355,Dairy Products,Candia,Soummam Dairy,5/28/2026 8:06,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
265,2504000065,Petit suisse cheese,65,Dairy Products,Soummam,Soummam Dairy,1/29/2027 15:13,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
266,2504000066,Camembert cheese,300,Dairy Products,Tassili,Soummam Dairy,6/26/2026 7:17,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
267,2504000067,Grated emmental,125,Dairy Products,Hodna,Soummam Dairy,12/8/2026 22:12,"[""lactose""]",Pasteurized milk. Lactic ferments,"[""dairy""]"
268,2504000068,Unsalted butter,315,Dairy Products,Danone,Soummam Dairy,12/25/2026 1:43,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
269,2504000069,Sour cream,165,Dairy Products,Candia,Soummam Dairy,12/24/2026 6:50,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
270,2504000070,Lben buttermilk,80,Dairy Products,Soummam,Soummam Dairy,5/24/2026 2:45,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
271,2504000071,Raisin,265,Dairy Products,Tassili,Soummam Dairy,10/7/2026 18:32,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
272,2504000072,Kiri cheese,290,Dairy Products,Hodna,Soummam Dairy,7/16/2026 23:51,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
273,2504000073,Laughing Cow cheese,315,Dairy Products,Danone,Soummam Dairy,7/19/2026 19:19,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
274,2504000074,Eggs 6pcs,275,Dairy Products,Candia,Soummam Dairy,10/2/2026 20:49,"[""lactose""]",Pasteurized milk. Lactic ferments,"[""dairy""]"
275,2504000075,Whole milk 1L,190,Dairy Products,Soummam,Soummam Dairy,8/2/2026 19:58,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
276,2504000076,Semi-skimmed milk 1L,390,Dairy Products,Tassili,Soummam Dairy,2/10/2027 1:51,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
277,2504000077,Plain yogurt,220,Dairy Products,Hodna,Soummam Dairy,9/11/2026 23:05,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
278,2504000078,Fruit yogurt,215,Dairy Products,Danone,Soummam Dairy,9/2/2026 0:04,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
279,2504000079,Cottage cheese,55,Dairy Products,Candia,Soummam Dairy,7/17/2026 20:05,"[""lactose""]",Pasteurized milk. Lactic ferments,"[""dairy""]"
280,2504000080,Petit suisse cheese,205,Dairy Products,Soummam,Soummam Dairy,1/11/2027 12:41,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
281,2504000081,Camembert cheese,220,Dairy Products,Tassili,Soummam Dairy,9/18/2026 15:34,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
282,2504000082,Grated emmental,155,Dairy Products,Hodna,Soummam Dairy,10/11/2026 13:21,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
283,2504000083,Unsalted butter,255,Dairy Products,Danone,Soummam Dairy,6/16/2026 8:50,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
284,2504000084,Sour cream,135,Dairy Products,Candia,Soummam Dairy,10/3/2026 5:22,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
285,2504000085,Lben buttermilk,115,Dairy Products,Soummam,Soummam Dairy,7/20/2026 21:28,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
286,2504000086,Raisin,240,Dairy Products,Tassili,Soummam Dairy,11/2/2026 18:57,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
287,2504000087,Kiri cheese,85,Dairy Products,Hodna,Soummam Dairy,12/29/2026 16:00,"[""lactose""]",Pasteurized milk. Lactic ferments,"[""dairy""]"
288,2504000088,Laughing Cow cheese,390,Dairy Products,Danone,Soummam Dairy,7/4/2026 7:48,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
289,2504000089,Eggs 6pcs,355,Dairy Products,Candia,Soummam Dairy,9/3/2026 10:39,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
290,2504000090,Whole milk 1L,205,Dairy Products,Soummam,Soummam Dairy,11/19/2026 2:48,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
291,2504000091,Semi-skimmed milk 1L,395,Dairy Products,Tassili,Soummam Dairy,6/1/2026 9:33,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
292,2504000092,Plain yogurt,280,Dairy Products,Hodna,Soummam Dairy,11/26/2026 12:44,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
293,2504000093,Fruit yogurt,165,Dairy Products,Danone,Soummam Dairy,11/11/2026 3:34,"[""lactose""]",Pasteurized milk. Lactic ferments,"[""dairy""]"
294,2504000094,Cottage cheese,280,Dairy Products,Candia,Soummam Dairy,6/12/2026 19:56,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
295,2504000095,Petit suisse cheese,205,Dairy Products,Soummam,Soummam Dairy,1/14/2027 4:07,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
296,2504000096,Camembert cheese,90,Dairy Products,Tassili,Soummam Dairy,2/13/2027 11:02,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
297,2504000097,Grated emmental,115,Dairy Products,Hodna,Soummam Dairy,7/2/2026 15:24,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
298,2504000098,Unsalted butter,135,Dairy Products,Danone,Soummam Dairy,11/26/2026 11:50,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
299,2504000099,Sour cream,310,Dairy Products,Candia,Soummam Dairy,7/3/2026 21:21,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
300,2504000100,Lben buttermilk,145,Dairy Products,Soummam,Soummam Dairy,10/12/2026 2:58,[],Pasteurized milk. Lactic ferments,"[""dairy""]"
301,2505000001,Baguette,100,Bakery & Pastry,The Crown,The Crown Bakery,1/8/2027 10:38,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
302,2505000002,Croissant,120,Bakery & Pastry,The Crown,The Crown Bakery,12/17/2026 7:33,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
303,2505000003,Chocolate croissant,125,Bakery & Pastry,The Crown,The Crown Bakery,6/14/2026 15:00,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
304,2505000004,Brioche,80,Bakery & Pastry,The Crown,The Crown Bakery,2/5/2027 19:56,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
305,2505000005,Whole wheat bread,55,Bakery & Pastry,The Crown,The Crown Bakery,12/11/2026 3:10,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
306,2505000006,Sandwich bread,90,Bakery & Pastry,The Crown,The Crown Bakery,11/13/2026 11:38,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
307,2505000007,Sandwich bread,60,Bakery & Pastry,The Crown,The Crown Bakery,1/29/2027 16:44,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
308,2505000008,Traditional bread,70,Bakery & Pastry,The Crown,The Crown Bakery,11/26/2026 19:49,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
309,2505000009,Baguette,75,Bakery & Pastry,The Crown,The Crown Bakery,6/7/2026 4:36,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
310,2505000010,Croissant,85,Bakery & Pastry,The Crown,The Crown Bakery,2/7/2027 7:55,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
311,2505000011,Chocolate croissant,140,Bakery & Pastry,The Crown,The Crown Bakery,2/12/2027 8:24,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
312,2505000012,Brioche,90,Bakery & Pastry,The Crown,The Crown Bakery,1/20/2027 3:31,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
313,2505000013,Whole wheat bread,40,Bakery & Pastry,The Crown,The Crown Bakery,8/19/2026 8:31,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
314,2505000014,Sandwich bread,120,Bakery & Pastry,The Crown,The Crown Bakery,8/12/2026 11:23,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
315,2505000015,Sandwich bread,70,Bakery & Pastry,The Crown,The Crown Bakery,5/29/2026 6:58,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
316,2505000016,Traditional bread,105,Bakery & Pastry,The Crown,The Crown Bakery,1/30/2027 2:43,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
317,2505000017,Baguette,50,Bakery & Pastry,The Crown,The Crown Bakery,7/26/2026 2:21,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
318,2505000018,Croissant,140,Bakery & Pastry,The Crown,The Crown Bakery,5/30/2026 16:08,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
319,2505000019,Chocolate croissant,110,Bakery & Pastry,The Crown,The Crown Bakery,6/21/2026 20:29,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
320,2505000020,Brioche,140,Bakery & Pastry,The Crown,The Crown Bakery,2/3/2027 13:45,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
321,2505000021,Whole wheat bread,55,Bakery & Pastry,The Crown,The Crown Bakery,2/7/2027 12:33,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
322,2505000022,Sandwich bread,70,Bakery & Pastry,The Crown,The Crown Bakery,11/20/2026 20:35,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
323,2505000023,Sandwich bread,105,Bakery & Pastry,The Crown,The Crown Bakery,12/27/2026 5:10,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
324,2505000024,Traditional bread,55,Bakery & Pastry,The Crown,The Crown Bakery,12/25/2026 23:32,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
325,2505000025,Baguette,125,Bakery & Pastry,The Crown,The Crown Bakery,1/10/2027 10:30,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
326,2505000026,Croissant,110,Bakery & Pastry,The Crown,The Crown Bakery,11/14/2026 19:27,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
